id_geometrie_synthese,id_gpu,id_occurrence,message_occurrence,occurrence_corrigee,message_occurrence_corrige,validation_message_commentaire,extrait_significatif,contexte_documentaire,justification,lien_web_document,reference_precise
9,95d3871caefe158c101a466ab9e91c5b,13_246700488_orientations_amenagement_2_20260206.pdf,"Dans le secteur Sud-Ouest d'Ostwald, l'OAP recommande de concentrer les hauteurs de construction les plus importantes à certains endroits stratégiques : le long de la voie ferrée, à proximité de la gare, et le long de la liaison Est-Ouest proche du futur passage sur la voie ferrée. Objectif : ces bâtiments plus hauts contribuent à protéger le secteur du bruit ferroviaire et routier. Étudiez les hauteurs de votre projet pour optimiser cette qualité de protection acoustique, notamment si votre parcelle borde la voie structurante Rue E. Bugatti/Allée du Bohrie.",False,,,"assureront la mixité urbaine et sociale recherchée. 3.4. LES HAUTEURS DES CONSTRUCTIONS Les hauteurs les plus importantes se trouveront le long de la voie ferrée et à proximité de la gare, et le long de la liaison Est-Ouest la plus proche du futur passage sur la voie ferrée. Elles permettront, entre autre, une protection contre le bruit du trafic ferroviaire ou routier. La façade ferroviaire sera traitée qualitativement, en tant qu'entrée de ville Sud par le train.","…ueillir plusieurs fonctions urbaines : de l'habitat principalement, des activités non nuisantes comme des bureaux, services et commerces de proximité qui permettront de créer un quartier vivant. Des formes urbaines variées dans l'habitat (petits collectifs, habitat dense intermédiaire ou individuel) assureront la mixité urbaine et sociale recherchée. 3.4. LES HAUTEURS DES CONSTRUCTIONS Les hauteurs les plus importantes se trouveront le long de la voie ferrée et à proximité de la gare, et le long de la liaison Est-Ouest la plus proche du futur passage sur la voie ferrée. Elles permettront, entre autre, une protection contre le bruit du trafic ferroviaire ou routier. La façade ferroviaire sera traitée qualitativement, en tant qu'entrée de ville Sud par le train. Les hauteurs des bâtiments seront étudiées de manière à avoir de véritables qualités de protection acoustique. Dans une moindre mesure, le long de la voie structurante (rue E. Bugatti/Allée du Bohrie), les hauteurs devront prendre en compte le trafic de cette voie importante. Des typologies de bâti…","Le passage établit une règle de hauteur des bâtiments pour assurer une protection acoustique contre le bruit ferroviaire et routier, ce qui concerne directement la conception des bâtiments (et non uniquement l'infrastructure de transport elle-même). La règle s'applique à des secteurs géographiques précis de l'OAP (le long de la voie ferrée, près de la gare, le long de la liaison Est-Ouest, et dans une moindre mesure le long de la voie structurante), donc portée zone_specifique.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 332
10,95d3871caefe158c101a466ab9e91c5b,15_246700488_orientations_amenagement_2_20260206.pdf,"Votre parcelle se situe dans l'OAP communale « Secteur Nord » de Reichstett, exposée au bruit de la RD 63. Un système de voiries apaisées y sera mis en place pour atténuer ces nuisances. Pour limiter davantage les impacts sonores, vous pouvez agir sur plusieurs leviers : maillage des voies, ouvertures et fermetures visuelles, implantation et hauteur du bâti, ou encore répartition des programmes. À retenir : ces pistes restent des recommandations, à envisager dès la conception de votre projet (page 374 de l'OAP).",False,,,"un système de voiries apaisées sera mis en place et participera à l'atténuation des nuisances sonores liées à la RD 63 dans ce secteur. D'autre part, afin de limiter les impacts négatifs, on pourra agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...), les formes urbaines (implantation du bâti, hauteur du bâti,...) cherchant dans l'ensemble à limiter la diffusion du bruit au sein du projet","- 331 - Carte n°2 :Schéma de principes - ensemble du secteur d’étude y compris la ZAC Plan Local d’Urbanisme OAP COMMUNALES SEPTEMBRE 2019 Commune de Reichstett Eurométropole de Strasbourg un système de voiries apaisées sera mis en place et participera à l'atténuation des nuisances sonores liées à la RD 63 dans ce secteur. D'autre part, afin de limiter les impacts négatifs, on pourra agir sur la composition globale (maillage des voies, ouvertures et fermetures visuelles, ...), les formes urbaines (implantation du bâti, hauteur du bâti,...) cherchant dans l'ensemble à limiter la diffusion du bruit au sein du projet bâti,...) cherchant dans l'ensemble à limiter la diffusion du bruit au sein du projet, et la programmation (localisation et répartition des différents programmes,…). Au-delà des préconisations citées ci-dessus, des dispositifs architecturaux adaptés de type façade double peau pourront être mis en pl…","Ce passage concerne directement l'aménagement urbain et la conception du bâti (formes urbaines, implantation, hauteur, maillage des voies) pour limiter la diffusion du bruit de la RD 63, ce qui relève pleinement du périmètre diagBruit. Il ne s'agit pas d'un simple renvoi au classement sonore mais de recommandations d'aménagement propres à ce secteur d'étude/ZAC. La portée est limitée à la zone du projet urbain décrite.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 374
11,95d3871caefe158c101a466ab9e91c5b,17_246700488_orientations_amenagement_2_20260206.pdf,"L'OAP « Secteur d'extension Ouest rue de l'Industrie » à Souffelweyersheim impose un isolement acoustique conforme à la réglementation en vigueur pour tous les bâtiments. Au-delà de cette obligation, privilégiez des protections acoustiques renforcées : double peau, protections amovibles pour les prolongements extérieurs. Cette recommandation n'est pas obligatoire, mais elle améliore le confort de vos futurs occupants. Consultez un acousticien pour évaluer les solutions adaptées à votre projet.",False,,,"les bâtiments devront répondre aux exigences d'isolement acoustique conformément à la réglementation en vigueur. Les protections acoustiques permettant également d'aller au-delà des exigences réglementaires sont à privilégier (double peau, protections amovibles pour les prolongements extérieurs ...)","téléphonie mobile, permettra également une meilleure insertion paysagère. Plan Local d’Urbanisme OAP COMMUNALES SEPTEMBRE 2019 Commune de Souffelweyersheim Eurométropole de Strasbourg les bâtiments devront répondre aux exigences d'isolement acoustique conformément à la réglementation en vigueur. Les protections acoustiques permettant également d'aller au-delà des exigences réglementaires sont à privilégier (double peau, protections amovibles pour les prolongements extérieurs ...) exigences d'isolement acoustique conformément à la réglementation en vigueur. Les protections acoustiques permettant également d'aller au-delà des exigences réglementaires sont à privilégier (double peau, protections amovibles pour les prolongements extérieurs ...). Le secteur étant situé à proximit…","Le passage concerne une OAP sectorielle (secteur exposé au bruit de l'autoroute et des voies ferrées) et impose une prise en compte du bruit dans l'aménagement du projet, ainsi que des protections acoustiques allant au-delà des exigences réglementaires standard (double peau, protections amovibles). Cela dépasse le simple renvoi à l'isolement acoustique réglementaire lié au classement sonore, ce qui constitue une règle autonome. La portée est limitée au secteur de l'OAP concerné, non précisé par un nom de zone réglementaire classique mais correspondant à un secteur d'aménagement spécifique.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 421
12,95d3871caefe158c101a466ab9e91c5b,19_246700488_orientations_amenagement_2_20260206.pdf,"L'OAP « Secteur Pointe de la Souffel II » à Souffelweyersheim impose la prise en compte du bruit dès la conception du projet. Intégrez ces exigences dans votre plan d'aménagement : volumétrie du bâti, dispersion des nuisances, protections à mettre en place. Les bâtiments devront également répondre à des exigences d'isolement acoustique renforcé (double peau, protections amovibles pour les prolongements extérieurs) afin de limiter les nuisances pour les futurs occupants. Consultez un acousticien pour définir les solutions adaptées à votre projet.",False,,,"Le bruit et la qualité de l'air devront être pris en compte dans le plan d’aménagement du projet et la conception du bâtiment (volumétrie, dispersion des nuisances, protections à mettre en place, etc). Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux exigences d'isolement acoustique (double peau, protections amovibles pour les prolongements extérie","…ou locaux poubelles devront être intégrés ou couverts et traités de façon qualitative (placage en bois par exemple). Il est nécessaire de garantir un traitement qualitatif des transitions entre le parc d'activités et l'autoroute A4, ainsi qu’entre le parc d’activités et les voies de chemin de fer : Le bruit et la qualité de l'air devront être pris en compte dans le plan d’aménagement du projet et la conception du bâtiment (volumétrie, dispersion des nuisances, protections à mettre en place, etc). Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux exigences d'isolement acoustique (double peau, protections amovibles pour les prolongements extérie conception du bâtiment (volumétrie, dispersion des nuisances, protections à mettre en place, etc). Afin d'atténuer les nuisances supportées par les futurs occupants, les bâtiments devront répondre aux exigences d'isolement acoustique (double peau, protections amovibles pour les prolongements extérie…","Le passage impose la prise en compte du bruit dans le plan d'aménagement et la conception des bâtiments, et exige des exigences d'isolement acoustique renforcées (double peau, protections amovibles) pour les futurs occupants du parc d'activités - il ne s'agit pas d'un simple renvoi au classement sonore ou au PEB mais d'une règle autonome propre à ce document d'urbanisme, applicable au secteur du parc d'activités.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 425
13,95d3871caefe158c101a466ab9e91c5b,1_246700488_orientations_amenagement_2_20260206.pdf,"OAP secteur Est « Le Hirschberg », commune d'Achenheim (page 11) : le développement de la zone d'activités le long de la RD 45 est envisagé comme un écran limitant les nuisances sonores pour les habitations voisines. Il s'agit d'une orientation d'aménagement, pas d'une obligation réglementaire. Tenez-en compte dans l'implantation de votre projet vis-à-vis de la RD 45.",False,,,Le développement d’une zone d’activités le long de la RD 45 permettra de créer un écran limitant les nuisances sonores vis à vis des habitations.,…pour permettre une optimisation de la valeur d’usages des parcelles tout en réduisant les espaces délaissés. Des emplacements de stationnement en quantité suffisante (cf normes minimales de stationnement fixées par le réglement du PLU) seront à prévoir afin d’éviter l’encombrement du domaine public. Le développement d’une zone d’activités le long de la RD 45 permettra de créer un écran limitant les nuisances sonores vis à vis des habitations. Plan Local d’Urbanisme OAP COMMUNALES SEPTEMBRE 2019 Commune de Achenheim Eurométropole de Strasbourg,"Le passage établit une règle d'aménagement urbain visant à protéger les habitations des nuisances sonores routières (RD 45) via le développement d'une zone d'activités faisant écran. Cela relève bien du périmètre diagBruit (aménagement urbain en lien avec des bâtiments/habitations), et non d'une simple règle d'infrastructure de transport. La règle s'applique spécifiquement au secteur le long de la RD 45 concerné par cette OAP communale, donc portée géométrique zone_specifique.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 11
15,95d3871caefe158c101a466ab9e91c5b,21_246700488_orientations_amenagement_2_20260206.pdf,"L'OAP « Secteur Étoile » de Strasbourg impose la continuité du front bâti au Nord dans le secteur Lombardie. Cette implantation protège le cœur d'îlot contre le bruit. Assurez cette continuité dès la conception de votre projet. Pour le détail des hauteurs et orientations attendues, consultez l'OAP communale, page 440.",False,,,Protection du cœur d'îlot contre le bruit (par la continuité du front bâti au Nord).,"…r des îlots fondés sur une construction côté rue et une préservation marquée des cœurs d'îlots. Les secteurs Schwanau et Lombardie devront permettre la continuité urbaine avec le tissu existant du quartier de Neudorf, aussi bien le long de l'Avenue Jean Jaurès que vers les rues de Nomeny et du Grand Protection du cœur d'îlot contre le bruit (par la continuité du front bâti au Nord). permettant la double orientation Nord et Sud ; à l'Est et à l'Ouest la simple orientation sera permise). Cette transition du tissu urbain sera permise par la diminution progressive des hauteurs entre les bâtiments côté centre-ville (R+5, R+7) et ceux côté Neudorf (R+2, R+4). Les hauteurs à l'acrotèr…","Le passage impose un principe d'aménagement explicite de protection du cœur d'îlot contre le bruit, à obtenir par la continuité du front bâti au Nord dans le secteur Lombardie. C'est une règle d'urbanisme autonome liée au bruit, concernant l'implantation du bâti, donc bien dans le périmètre diagBruit.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 440
16,95d3871caefe158c101a466ab9e91c5b,23_246700488_orientations_amenagement_2_20260206.pdf,"L'OAP « Secteur Heyritz » (Strasbourg) recommande de prendre en compte la pollution sonore parmi les contraintes environnementales du site, aux côtés de l'inondabilité, de la qualité de l'air et de la qualité des sols. Intégrez cet enjeu sonore dès la conception de votre projet, en cohérence avec l'articulation paysagère souhaitée avec le parc du Heyritz. Cette recommandation ne fixe pas de seuil ni de mesure technique précise : consultez un acousticien pour définir les dispositions adaptées à votre projet.",False,,,"Prendre en compte les contraintes environnementales : inondabilité, qualité de l'air, pollution sonore, qualité des sols.","…, hôtel, parking, bureaux). Sa structuration urbaine permet une deuxième phase d'urbanisation, entre la rue de la Corderie et le parc du Heyritz. Cette seconde phase s'inscrirait dans la continuité du projet urbain global. 2. ENJEUX - Assurer une articulation paysagère forte avec le parc du Heyritz. Prendre en compte les contraintes environnementales : inondabilité, qualité de l'air, pollution sonore, qualité des sols. - Proposer une continuité d'urbanisation en relation étroite avec son contexte ; - Développer le lien avec le parc public du Heyritz et préserver l'identité verte des lieux ; - Redéfinir l'entrée de ville le long de la rue de la Corderie ; - Favoriser les modes doux et limiter la place de la voiture…","Le passage identifie la pollution sonore comme une contrainte environnementale à prendre en compte dans le développement de l'urbanisation de cette OAP, ce qui constitue une règle autonome relevant du périmètre diagBruit (prise en compte du bruit dans l'aménagement, pas un simple renvoi au classement sonore ou au PEB). Cependant la formulation reste générale et peu précise sur la nature concrète de la mesure à prendre, d'où une confiance modérée à faible.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 449
17,95d3871caefe158c101a466ab9e91c5b,25_246700488_orientations_amenagement_2_20260206.pdf,"L'OAP communale du secteur Musau/Neudorf (page 458) recommande de prendre en compte les contraintes de bruit et de pollution dans l'aménagement du quartier. Le texte ne précise pas de seuils ni de mesures techniques particulières. Intégrez cet enjeu dès la conception de votre projet, aux côtés des autres objectifs du secteur (trame verte, liaisons entre quartiers, centralité). Un aménagement attentif à ces contraintes contribue au confort de tous les futurs habitants du quartier.",False,,,"Prendre en compte les contraintes (bruit, pollution, notamment).","…ètre régi par la loi de 1990 de la ceinture des glacis, concernant la limitation des surfaces construites au sol des terrains libres restant. 2. ENJEUX - Une trame verte importante à conserver et à renforcer ; - Des liaisons entre Neudorf et Musau à aménager ; - Conforter la centralité du quartier ; Prendre en compte les contraintes (bruit, pollution, notamment). - Créer une continuité avec une ambiance « villageoise » (jardins, vergers, maisons individuelles) à l'Est ; - Conforter la place de Wattwiller dans son rôle de place centrale ouverte sur les équipements de proximité du quartier. Plan Local d’Urbanisme OAP COMMUNALES MAI 2024 Modification n° 4 Ville…","Le passage mentionne explicitement de 'prendre en compte les contraintes (bruit, pollution)' dans le cadre d'une OAP sectorielle, ce qui constitue une recommandation autonome liée au bruit pour l'aménagement du secteur concerné. La formulation reste toutefois vague et générique, sans précision sur la nature de la contrainte de bruit ni sur les mesures à prendre, d'où une confiance limitée dans l'extrait.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 458
18,95d3871caefe158c101a466ab9e91c5b,26_246700488_orientations_amenagement_2_20260206.pdf,"L'OAP « Porte des Romains » (Strasbourg) identifie le bruit comme une contrainte à intégrer dans le projet urbain. Prenez en compte cet enjeu dès la conception : qualité des logements, desserte par le futur TCSP. Aucune mesure technique précise n'est fixée à ce stade, mais cette vigilance doit guider vos choix d'aménagement. Retrouvez le détail de l'OAP page 483 du document.",False,,,Des contraintes à intégrer - Le bruit.,"…adre distant » du bien classé, ainsi qu’une partie de sa « zone tampon ». Ce bien et sa zone tampon font l’objet d’un plan de gestion spécifique, pris en compte dans le PLU. 2. ENJEUX  Des atouts à renforcer - Des équipements de proximité et des commerces de proximité autour de la route des Romains Des contraintes à intégrer - Le bruit. - Accompagner l'arrivée du TCSP par un projet urbain cohérent, trait d'union entre le cœur de Koenigshoffen, développé autour de la route des Romains (liaison stratégique), et le centre- ville ; - Améliorer l'image de l'entrée Est de Koenigshoffen ; - Proposer des logements de qualité, bien desservi…","Le passage identifie le bruit comme une contrainte à intégrer dans le secteur d'OAP, au même titre que la pollution de l'air et des sols. Il s'agit d'un simple constat d'enjeu sans détail sur une mesure concrète, mais cela oriente les objectifs du projet urbain (qualité des logements, accompagnement du TCSP) à prendre en compte cette nuisance. La formulation reste très générale et ne précise pas de prescription technique, d'où une confiance modérée dans l'extrait retenu.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 483
19,95d3871caefe158c101a466ab9e91c5b,28_246700488_orientations_amenagement_2_20260206.pdf,"L'OAP « Secteur Petit-Marais - Singrist » (commune de Strasbourg) recommande de prendre en compte le bruit dans la conception de votre projet. Deux sources sont identifiées : la voie ferrée au nord, la route de Schirmeck au sud. Anticipez la gestion de ces nuisances dès la conception, notamment pour les bâtiments les plus proches de ces axes. Un acousticien peut vous aider à identifier les solutions adaptées à votre implantation.",False,,,"du bruit, notamment dans la gestion de la proximité avec la voie ferrée au nord et de la route de Schirmeck au sud","…ues solaires. Les logements mono-orientés seront limités notamment pour les logements de trois pièces et plus. La majorité des logements disposera d’un prolongement extérieur (terrasse, balcon, rez-de-jardin…) et d’un espace de rangement (cave, cellier…) pour permettre une qualité d’usage renforcée. du bruit, notamment dans la gestion de la proximité avec la voie ferrée au nord et de la route de Schirmeck au sud route de Schirmeck au sud, - de la qualité de l’air, - du plan de prévention des risques d’inondation (PPRI) de l’Eurométropole de Strasbourg. Plan Local d’Urbanisme OAP COMMUNALES MAI 2024 Modification n° 4 Commune de Strasbourg Eurométropole de Strasbourg","Le passage demande explicitement de prendre en compte le bruit lié à la proximité de la voie ferrée et de la route de Schirmeck dans la conception des projets, afin de réduire l'exposition des personnes aux nuisances. Il s'agit d'une règle liée au bruit existant à proximité des futures constructions, donc dans le périmètre diagBruit. La formulation reste toutefois générale et peu précise sur les mesures concrètes attendues.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 510
20,95d3871caefe158c101a466ab9e91c5b,29_246700488_orientations_amenagement_2_20260206.pdf,"L'OAP du secteur EPSAN (Vendenheim) recommande une frange végétalisée en limite de la RM301. Objectif : créer une transition paysagère avec la route et atténuer les nuisances sonores et la pollution de l'air liées au trafic. Intégrez cette bande végétalisée dès la conception de votre projet, en bordure de la RM301.",False,,,"Les projets respecteront une frange végétalisée afin de gérer l’interface avec la route métropolitaine 301. La limite entre le secteur et la RM301 sera végétalisée afin de développer une transition avec la route, et d’atténuer les effets induits de la RM301 sur la santé publique (nuisance sonore et qualité de l’air).","…nagée afin d’assurer le bouclage viaire du projet. 3.2. INTÉGRATION QUALITATIVE DU SECTEUR DANS SON ENVIRONNEMENT Les projets respecteront une frange végétalisée afin de gérer l’interface avec la route métropolitaine 301. La limite entre le secteur et la RM301 sera végétalisée afin de développer une Les projets respecteront une frange végétalisée afin de gérer l’interface avec la route métropolitaine 301. La limite entre le secteur et la RM301 sera végétalisée afin de développer une transition avec la route, et d’atténuer les effets induits de la RM301 sur la santé publique (nuisance sonore et qualité de l’air). aux espaces de pleine terre. L’espace arboré existant au Nord de la RM301 identifié comme « végétation existante à maintenir » dans le schéma de principe ci-après devra être maintenu. 3.3. PROGRAMMATION Les bureaux liés aux activités des entreprises devront être orientés de sorte à ne pas être direc…","Le passage prescrit une frange végétalisée le long de la RM301 pour atténuer les nuisances sonores (et la qualité de l'air) subies par le secteur aménagé, ce qui concerne bien l'aménagement urbain à proximité d'une infrastructure de transport, et non l'infrastructure elle-même. Ce n'est pas un simple renvoi au classement sonore : il s'agit d'une mesure d'aménagement paysager spécifique (frange végétalisée avec strates végétales) allant au-delà de l'isolement acoustique réglementaire standard. La règle s'applique à un secteur spécifique du projet en limite de la RM301, donc portée géométrique zone_specifique.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 622
21,95d3871caefe158c101a466ab9e91c5b,2_246700488_orientations_amenagement_1_20260206.pdf,"Votre parcelle se situe en zone tampon, à proximité d'une infrastructure bruyante. L'OAP (p.121) recommande d'implanter en première ligne un bâtiment haut, d'au moins R+3, pour créer un effet barrière contre le bruit et la pollution. Cette hauteur reste soumise au règlement en vigueur : vérifiez qu'elle y est autorisée avant de concevoir votre projet. En organisant ainsi votre implantation, vous protégez les futurs occupants situés en second rang.",False,,,"Créer un effet barrière au bruit et à la pollution par l’implantation d’un bâtiment haut en première ligne. Il est admis qu’un bâtiment implanté en première ligne et présentant une hauteur minimale de R+3 participe à créer un effet barrière, dès lors que cette hauteur est par ailleurs autorisée par le règlement.","…tampon : Organiser l’espace en fonction de la vocation des bâtiments. Implanter les habitations et les établissements accueillant des populations sensibles au titre de la qualité de l’air1 le plus loin de la voie. Implanter les bâtiments en retrait par rapport à la chaussée circulée en assurant une Créer un effet barrière au bruit et à la pollution par l’implantation d’un bâtiment haut en première ligne. Il est admis qu’un bâtiment implanté en première ligne et présentant une hauteur minimale de R+3 participe à créer un effet barrière, dès lors que cette hauteur est par ailleurs autorisée par le règlement. Modification n°3 Air Climat Énergie Eurométropole de Strasbourg","Le passage prescrit des mesures d'aménagement urbain (implantation des bâtiments, effet barrière, hauteur minimale) dans une zone tampon le long d'une voie, explicitement pour lutter contre le bruit (et la pollution) : c'est une règle autonome relevant du périmètre diagBruit, appliquée à une zone spécifique (zone tampon en bordure de voie) et non à l'ensemble du territoire.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_1_20260206.pdf,page 121
21,95d3871caefe158c101a466ab9e91c5b,1_246700488_reglement_20260206.pdf,"Votre parcelle est concernée par une zone de vigilance qualité de l'air et bruit routier, repérée au plan vigilance. Pour toute façade de votre projet donnant directement sur un axe routier signalé, les espaces extérieurs (balcons, loggias) doivent pouvoir être fermés : cette fermeture protège les futurs occupants du bruit et des polluants atmosphériques. Prévoyez dès la conception ce dispositif de fermeture sur les façades concernées. L'article 15, alinéa 6 du règlement précise également des règles sur l'implantation des prises d'air de ventilation dans ces mêmes zones.",False,,,les espaces extérieurs situés sur la façade implantée au droit d’un axe routier repéré au « règlement graphique – plan vigilance » doivent pouvoir être fermés pour se protéger du bruit et des polluants atmosphériques,"…alité de l’air, dans les zones en dépassements réglementaires et en dépassements réglementaires potentiels, et dans les zones de surveillance aux abords des axes routiers repérées au « règlement graphique – plan vigilance », la conception des nouveaux bâtiments doit intégrer les principes suivants : les espaces extérieurs situés sur la façade implantée au droit d’un axe routier repéré au « règlement graphique – plan vigilance » doivent pouvoir être fermés pour se protéger du bruit et des polluants atmosphériques • la prise d’air du système de ventilation ne doit pas être installée sur la façade implantée au droit de l’axe routier repéré au « règlement graphique – plan vigilance ». Si toutes les façades sont implantées au droit d’axes routiers repérés, la prise d’air du système de ventilation sera installée…","Le passage impose des règles constructives (fermeture des espaces extérieurs en façade sur axe routier, ventilation filtrante) motivées à la fois par le bruit et la pollution atmosphérique, dans une zone de vigilance qualité de l'air/bruit routier distincte du classement sonore réglementaire classique. Il s'agit d'une règle autonome d'urbanisme, applicable aux bâtiments, dans une zone spécifique délimitée graphiquement (plan vigilance), donc retenue avec portée géométrique zone_specifique.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_reglement_20260206.pdf,"Article 15, alinéa 6"
22,95d3871caefe158c101a466ab9e91c5b,2_246700488_orientations_amenagement_2_20260206.pdf,"Votre parcelle se situe dans la partie Nord de l'OAP « Entrée Nord route d'Entzheim », exposée au bruit de l'autoroute A35. L'OAP impose un traitement particulier de ce secteur pour préserver les futurs habitants des nuisances sonores. Travaillez l'implantation, la hauteur et l'orientation des bâtiments pour limiter l'exposition des populations. Consultez l'OAP communale de Geispolsheim (page 102) pour les modalités précises.",False,,,"3.2.1. La prise en compte des nuisances La partie Nord de la zone, donnant directement vers l'autoroute A35, doit faire l'objet d'un traitement par- ticulier afin de préserver les futurs habitants des éventuelles nuisances (bruit, covisibilité, pollution de l'air). Afin de limiter les impacts de ces nuisances, tout aménagement doit favoriser des formes urbaines et architecturales permettant la limitation de l'exposition des populations, par exemple en travaillant sur","…secteur dans le sens Est-Ouest. Cet itinéraire permet en effet une circulation fluide et de qualité pour les modes doux vers les équipements publics situés au Sud-Est du périmètre (école, collège), ainsi qu'en direction du centre-bourg. 3.2. INTÉGRATION QUALITATIVE DE LA ZONE DANS SON ENVIRONNEMENT 3.2.1. La prise en compte des nuisances La partie Nord de la zone, donnant directement vers l'autoroute A35, doit faire l'objet d'un traitement par- ticulier afin de préserver les futurs habitants des éventuelles nuisances (bruit, covisibilité, pollution de l'air). Afin de limiter les impacts de ces nuisances, tout aménagement doit favoriser des formes urbaines et architecturales permettant la limitation de l'exposition des populations, par exemple en travaillant sur l'implantation et les hauteurs du bâti, l'orientation ou la forme des logements. Par exemple, les bâtiments Plan Local d’Urbanisme OAP COMMUNALES SEPTEMBRE 2019 Commune de Geispolsheim Eurométropole de Strasbourg","Le passage impose que la partie Nord de la zone, exposée au bruit de l'autoroute A35, fasse l'objet d'un traitement particulier via les formes urbaines et architecturales (implantation, hauteurs, orientation des bâtiments) pour limiter l'exposition des populations au bruit. Il ne s'agit pas d'un simple renvoi au classement sonore mais d'une prescription d'urbanisme autonome concernant l'aménagement du bâti, donc bien dans le périmètre diagBruit. La portée est limitée à la partie Nord de la zone concernée, sans contour automatique disponible.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 102
23,95d3871caefe158c101a466ab9e91c5b,3_246700488_orientations_amenagement_2_20260206.pdf,"L'OAP « Gare Entrée Ouest » de Geispolsheim recommande d'implanter les constructions à l'abri des nuisances sonores et automobiles, tout en conservant leur position dans le pôle de centralité. Privilégiez cette implantation pour limiter l'exposition au bruit dès la conception de votre projet. Cette orientation permet aussi de tourner les pièces de vie des logements vers le Sud/Sud-Ouest. Pour le détail des prescriptions de ce secteur, reportez-vous à la page 113 de l'OAP.",False,,,"maintenant de plus les constructions à l’abri des nuisances (sonores, automobiles…), tout en restant dans un pôle de centralité","…a de renforcer leur présence, leur développement et de favoriser les nouvelles implantations. Ainsi, à l’articulation entre deux quartiers inciter les échanges entre populations installées et nouveaux arrivants. A l’Ouest de la partie Nord, un nouvel équipement de type festif à l’échelle de toute la maintenant de plus les constructions à l’abri des nuisances (sonores, automobiles…), tout en restant dans un pôle de centralité Il permettra aux pièces de vie des logements d’être orientés Sud/Sud-Ouest. Le bâti devra utiliser sa surface d’emprise pour gérer les stationnements. Plus proches du plot plus que de la barre, des petits modules en RDParc+2 ménageront des ouvertures et des perspectives. Les toitures seront plates o…","Le passage recommande l'implantation privilégiée d'un équipement de type festif à un endroit précis (Ouest de la partie Nord) afin de maintenir les constructions à l'abri des nuisances sonores et automobiles. C'est une règle d'aménagement urbain liée au bruit, localisée à une zone spécifique du document, donc dans le périmètre diagBruit.",https://www.geoportail-urbanisme.gouv.fr/api/document/95d3871caefe158c101a466ab9e91c5b/files/246700488_orientations_amenagement_2_20260206.pdf,page 113
